Identifier,Label,Status,Description,Created,Modified,History notes,Type,Parent identifiers,Parent labels,Level 1,Level 2,Mapping type,Mapped identifier,Mapped label,Mapped status,Mapped type
90,Parking,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,118|122,Mobility|Business support,Business support,,is addressed by,473,Parking zones,Live,Service
90,Parking,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,118|122,Mobility|Business support,Business support,,is addressed by,475,Pavement parking,Live,Service
90,Parking,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,118|122,Mobility|Business support,Business support,,is addressed by,479,Private car parks,Live,Service
90,Parking,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,118|122,Mobility|Business support,Business support,,is addressed by,471,Street parking enforcement,Live,Service
90,Parking,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,118|122,Mobility|Business support,Business support,,is addressed by,472,Vehicle clamping and removal,Live,Service
89,Public transport,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122|118|108|69,Business support|Mobility|Good living environment|Social inclusion,Business support,,is addressed by,1599,Bus lanes and routes,Live,Service
89,Public transport,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122|118|108|69,Business support|Mobility|Good living environment|Social inclusion,Business support,,is addressed by,637,Bus stops and shelters,Live,Service
89,Public transport,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122|118|108|69,Business support|Mobility|Good living environment|Social inclusion,Business support,,is addressed by,901,Demand responsive transport,Live,Service
89,Public transport,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122|118|108|69,Business support|Mobility|Good living environment|Social inclusion,Business support,,is addressed by,1715,Ferries,Live,Service
89,Public transport,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122|118|108|69,Business support|Mobility|Good living environment|Social inclusion,Business support,,is addressed by,902,Journey planning,Live,Service
89,Public transport,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122|118|108|69,Business support|Mobility|Good living environment|Social inclusion,Business support,,is addressed by,1112,Park and ride,Live,Service
89,Public transport,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122|118|108|69,Business support|Mobility|Good living environment|Social inclusion,Business support,,is addressed by,904,Planned transport service changes,Live,Service
89,Public transport,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122|118|108|69,Business support|Mobility|Good living environment|Social inclusion,Business support,,is addressed by,903,Real time transport information,Live,Service
89,Public transport,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122|118|108|69,Business support|Mobility|Good living environment|Social inclusion,Business support,,is addressed by,906,"Stations, stops and shelters",Live,Service
89,Public transport,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122|118|108|69,Business support|Mobility|Good living environment|Social inclusion,Business support,,is addressed by,905,Transport service disruption information,Live,Service
89,Public transport,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122|118|108|69,Business support|Mobility|Good living environment|Social inclusion,Business support,,is addressed by,907,Transport tickets and passes,Live,Service
89,Public transport,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122|118|108|69,Business support|Mobility|Good living environment|Social inclusion,Business support,,is addressed by,908,Transport timetable information,Live,Service
54,Training and skills,Live,,2013-03-04,2013-03-04,,Need,51|107|122,Education|Financial security|Business support,Business support,,is addressed by,27,Adult education and learning,Live,Service
54,Training and skills,Live,,2013-03-04,2013-03-04,,Need,51|107|122,Education|Financial security|Business support,Business support,,is addressed by,239,Disabled people - employment and training schemes,Live,Service
54,Training and skills,Live,,2013-03-04,2013-03-04,,Need,51|107|122,Education|Financial security|Business support,Business support,,is addressed by,343,Employment and training initiatives,Live,Service
54,Training and skills,Live,,2013-03-04,2013-03-04,,Need,51|107|122,Education|Financial security|Business support,Business support,,is addressed by,1394,Support when leaving education,Live,Service
91,Waste disposal,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122|108,Business support|Good living environment,Business support,,is addressed by,528,Bulky household waste collections,Live,Service
91,Waste disposal,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122|108,Business support|Good living environment,Business support,,is addressed by,859,Clinical household waste,Live,Service
91,Waste disposal,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122|108,Business support|Good living environment,Business support,,is addressed by,523,Commercial  clinical waste disposal,Live,Service
91,Waste disposal,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122|108,Business support|Good living environment,Business support,,is addressed by,519,Commercial waste bins,Live,Service
91,Waste disposal,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122|108,Business support|Good living environment,Business support,,is addressed by,517,Commercial waste collection,Live,Service
91,Waste disposal,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122|108,Business support|Good living environment,Business support,,is addressed by,520,Commercial waste disposal sites,Live,Service
91,Waste disposal,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122|108,Business support|Good living environment,Business support,,is addressed by,522,Commercial waste special collections,Live,Service
91,Waste disposal,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122|108,Business support|Good living environment,Business support,,is addressed by,518,Commercial waste spillage,Live,Service
91,Waste disposal,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122|108,Business support|Good living environment,Business support,,is addressed by,850,Hazardous waste collection,Live,Service
91,Waste disposal,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122|108,Business support|Good living environment,Business support,,is addressed by,530,Household garden waste,Live,Service
91,Waste disposal,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122|108,Business support|Good living environment,Business support,,is addressed by,1473,Household waste accumulation,Live,Service
91,Waste disposal,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122|108,Business support|Good living environment,Business support,,is addressed by,854,Household waste assisted collection,Live,Service
91,Waste disposal,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122|108,Business support|Good living environment,Business support,,is addressed by,524,Household waste collection,Live,Service
91,Waste disposal,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122|108,Business support|Good living environment,Business support,,is addressed by,526,Household waste containers,Live,Service
91,Waste disposal,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122|108,Business support|Good living environment,Business support,,is addressed by,531,Household waste disposal sites,Live,Service
91,Waste disposal,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122|108,Business support|Good living environment,Business support,,is addressed by,1470,Household waste enforcement,Live,Service
91,Waste disposal,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122|108,Business support|Good living environment,Business support,,is addressed by,1744,Residential waste spillages,Live,Service
91,Waste disposal,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122|108,Business support|Good living environment,Business support,,is addressed by,689,Skip hire,Live,Service
91,Waste disposal,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122|108,Business support|Good living environment,Business support,,is addressed by,428,Syringe disposal,Live,Service
6,Democracy,Live,,2013-03-04,2013-03-04,,Need,,,,,,,,,
8,Ability to vote,Live,,2013-03-04,2013-03-04,,Need,6,Democracy,Democracy,,is addressed by,364,Electoral register,Live,Service
8,Ability to vote,Live,,2013-03-04,2013-03-04,,Need,6,Democracy,Democracy,,is addressed by,1013,Postal voting,Live,Service
8,Ability to vote,Live,,2013-03-04,2013-03-04,,Need,6,Democracy,Democracy,,is addressed by,361,Proxy voting,Live,Service
8,Ability to vote,Live,,2013-03-04,2013-03-04,,Need,6,Democracy,Democracy,,is addressed by,362,Voting,Live,Service
5,Equality,Live,,2013-03-04,2013-03-04,,Need,6,Democracy,Democracy,,is addressed by,861,Equality and diversity,Live,Service
41,To be listened to,Live,,2013-03-04,2013-03-04,,Need,6,Democracy,Democracy,,is addressed by,645,Complaints advocacy,Live,Service
41,To be listened to,Live,,2013-03-04,2013-03-04,,Need,6,Democracy,Democracy,,is addressed by,353,Complaints procedure,Live,Service
41,To be listened to,Live,,2013-03-04,2013-03-04,,Need,6,Democracy,Democracy,,is addressed by,1536,Customer feedback and suggestions,Live,Service
41,To be listened to,Live,,2013-03-04,2013-03-04,,Need,6,Democracy,Democracy,,is addressed by,653,Customer satisfaction surveys,Live,Service
41,To be listened to,Live,,2013-03-04,2013-03-04,,Need,6,Democracy,Democracy,,is addressed by,630,School complaints procedure,Live,Service
51,Education,Live,,2013-03-04,2013-03-04,,Need,,,,,is addressed by,1,Home schooling,Live,Service
51,Education,Live,,2013-03-04,2013-03-04,,Need,,,,,is addressed by,32,School curriculum,Live,Service
94,Adult education,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,51,Education,Education,,is addressed by,27,Adult education and learning,Live,Service
98,Alternative education,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,51,Education,Education,,is addressed by,1765,Alternative provision of education,Live,Service
98,Alternative education,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,51,Education,Education,,is addressed by,1,Home schooling,Live,Service
98,Alternative education,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,51,Education,Education,,is addressed by,1766,Pupil referral unit,Live,Service
96,Digital skills,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,51,Education,Education,,is addressed by,27,Adult education and learning,Live,Service
96,Digital skills,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,51,Education,Education,,is addressed by,239,Disabled people - employment and training schemes,Live,Service
96,Digital skills,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,51,Education,Education,,is addressed by,343,Employment and training initiatives,Live,Service
95,Evening classes,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,51,Education,Education,,is addressed by,27,Adult education and learning,Live,Service
95,Evening classes,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,51,Education,Education,,is addressed by,1791,Arts  and creative classes,Live,Service
95,Evening classes,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,51,Education,Education,,is addressed by,1789,Exercise and fitness classes,Live,Service
93,Higher education,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,51,Education,Education,,is addressed by,1614,16 to 19 bursary fund,Live,Service
93,Higher education,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,51,Education,Education,,is addressed by,1135,Education transport for 16-19 year olds,Live,Service
99,Nursery education,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,51,Education,Education,,is addressed by,53,Children's centres,Live,Service
99,Nursery education,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,51,Education,Education,,is addressed by,888,Early years grant,Live,Service
99,Nursery education,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,51,Education,Education,,is addressed by,50,Nursery education grant,Live,Service
99,Nursery education,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,51,Education,Education,,is addressed by,12,Nursery school places,Live,Service
92,School places,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,51,Education,Education,,is addressed by,17,Local schools,Live,Service
92,School places,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,51,Education,Education,,is addressed by,12,Nursery school places,Live,Service
92,School places,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,51,Education,Education,,is addressed by,13,Primary school places,Live,Service
92,School places,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,51,Education,Education,,is addressed by,705,School admission appeals,Live,Service
92,School places,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,51,Education,Education,,is addressed by,14,Secondary school places,Live,Service
119,School transport,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,51|118,Education|Mobility,Education,,is addressed by,1135,Education transport for 16-19 year olds,Live,Service
119,School transport,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,51|118,Education|Mobility,Education,,is addressed by,891,School transport,Live,Service
119,School transport,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,51|118,Education|Mobility,Education,,is addressed by,3,School transport - additional support,Discontinued,Service
119,School transport,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,51|118,Education|Mobility,Education,,is addressed by,40,Special educational needs transport,Live,Service
97,Special educational needs (SEN),Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,51,Education,Education,,is addressed by,642,Activities for children and young people,Live,Service
97,Special educational needs (SEN),Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,51,Education,Education,,is addressed by,162,Advocacy for carers,Live,Service
97,Special educational needs (SEN),Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,51,Education,Education,,is addressed by,1765,Alternative provision of education,Live,Service
97,Special educational needs (SEN),Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,51,Education,Education,,is addressed by,1755,Carers assessment,Live,Service
97,Special educational needs (SEN),Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,51,Education,Education,,is addressed by,53,Children's centres,Live,Service
97,Special educational needs (SEN),Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,51,Education,Education,,is addressed by,645,Complaints advocacy,Live,Service
97,Special educational needs (SEN),Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,51,Education,Education,,is addressed by,1741,Early education for 2 year olds,Live,Service
97,Special educational needs (SEN),Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,51,Education,Education,,is addressed by,8,"Education, health and care (EHC) plan",Live,Service
97,Special educational needs (SEN),Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,51,Education,Education,,is addressed by,1579,Family information services,Live,Service
97,Special educational needs (SEN),Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,51,Education,Education,,is addressed by,1,Home schooling,Live,Service
97,Special educational needs (SEN),Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,51,Education,Education,,is addressed by,241,Inclusive leisure and social activities,Live,Service
97,Special educational needs (SEN),Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,51,Education,Education,,is addressed by,1772,Integrated family support,Live,Service
97,Special educational needs (SEN),Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,51,Education,Education,,is addressed by,7,"Psychological, psychiatric or social work services in schools",Live,Service
97,Special educational needs (SEN),Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,51,Education,Education,,is addressed by,1766,Pupil referral unit,Live,Service
97,Special educational needs (SEN),Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,51,Education,Education,,is addressed by,890,School nursing,Live,Service
97,Special educational needs (SEN),Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,51,Education,Education,,is addressed by,1787,Sensory rooms and activities,Live,Service
97,Special educational needs (SEN),Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,51,Education,Education,,is addressed by,9,Special educational needs assessment,Live,Service
97,Special educational needs (SEN),Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,51,Education,Education,,is addressed by,10,Special educational needs placement in mainstream school,Live,Service
97,Special educational needs (SEN),Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,51,Education,Education,,is addressed by,40,Special educational needs transport,Live,Service
97,Special educational needs (SEN),Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,51,Education,Education,,is addressed by,205,Specialist equipment and support for disabled people,Live,Service
97,Special educational needs (SEN),Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,51,Education,Education,,is addressed by,1788,"Speech, language and communication therapy",Live,Service
97,Special educational needs (SEN),Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,51,Education,Education,,is addressed by,643,Young people's organised activities,Discontinued,Service
100,Family support,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,,,,,,,,,
48,Access to advocacy,Live,,2013-03-04,2013-03-04,,Need,107|121|69|110|100,Financial security|Safe and appropriate home|Social inclusion|Improved health and wellbeing|Family support,Family support,,is addressed by,162,Advocacy for carers,Live,Service
48,Access to advocacy,Live,,2013-03-04,2013-03-04,,Need,107|121|69|110|100,Financial security|Safe and appropriate home|Social inclusion|Improved health and wellbeing|Family support,Family support,,is addressed by,728,Advocacy for social care clients,Live,Service
48,Access to advocacy,Live,,2013-03-04,2013-03-04,,Need,107|121|69|110|100,Financial security|Safe and appropriate home|Social inclusion|Improved health and wellbeing|Family support,Family support,,is addressed by,645,Complaints advocacy,Live,Service
48,Access to advocacy,Live,,2013-03-04,2013-03-04,,Need,107|121|69|110|100,Financial security|Safe and appropriate home|Social inclusion|Improved health and wellbeing|Family support,Family support,,is addressed by,163,Counselling,Live,Service
48,Access to advocacy,Live,,2013-03-04,2013-03-04,,Need,107|121|69|110|100,Financial security|Safe and appropriate home|Social inclusion|Improved health and wellbeing|Family support,Family support,,is addressed by,169,Translation and interpreting,Live,Service
102,Ante natal care,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,100,Family support,Family support,,is addressed by,927,Midwifery and maternity services,Live,Service
80,Child care,Live,,2013-03-04,2013-03-04,,Need,100,Family support,Family support,,is addressed by,19,Childcare out of school hours,Live,Service
80,Child care,Live,,2013-03-04,2013-03-04,,Need,100,Family support,Family support,,is addressed by,20,Childminding and day care,Live,Service
80,Child care,Live,,2013-03-04,2013-03-04,,Need,100,Family support,Family support,,is addressed by,53,Children's centres,Live,Service
80,Child care,Live,,2013-03-04,2013-03-04,,Need,100,Family support,Family support,,is addressed by,888,Early years grant,Live,Service
80,Child care,Live,,2013-03-04,2013-03-04,,Need,100,Family support,Family support,,is addressed by,1282,Educational support for looked after children,Live,Service
80,Child care,Live,,2013-03-04,2013-03-04,,Need,100,Family support,Family support,,is addressed by,264,Hospice care for children and young people,Live,Service
80,Child care,Live,,2013-03-04,2013-03-04,,Need,100,Family support,Family support,,is addressed by,50,Nursery education grant,Live,Service
80,Child care,Live,,2013-03-04,2013-03-04,,Need,100,Family support,Family support,,is addressed by,12,Nursery school places,Live,Service
80,Child care,Live,,2013-03-04,2013-03-04,,Need,100,Family support,Family support,,is addressed by,263,Residential care for children and young people,Live,Service
80,Child care,Live,,2013-03-04,2013-03-04,,Need,100,Family support,Family support,,is addressed by,260,Respite care for children and young people,Live,Service
80,Child care,Live,,2013-03-04,2013-03-04,,Need,100,Family support,Family support,,is addressed by,18,School holiday schemes,Live,Service
80,Child care,Live,,2013-03-04,2013-03-04,,Need,100,Family support,Family support,,is addressed by,261,Shared care for children and young people,Live,Service
80,Child care,Live,,2013-03-04,2013-03-04,,Need,100,Family support,Family support,,is addressed by,840,Support for children in care,Live,Service
60,Child protection,Live,,2013-03-04,2013-03-04,,Need,100,Family support,Family support,,is addressed by,1769,Care order,Live,Service
60,Child protection,Live,,2013-03-04,2013-03-04,,Need,100,Family support,Family support,,is addressed by,1723,Care plan,Live,Service
60,Child protection,Live,,2013-03-04,2013-03-04,,Need,100,Family support,Family support,,is addressed by,1780,Child assessment order,Live,Service
60,Child protection,Live,,2013-03-04,2013-03-04,,Need,100,Family support,Family support,,is addressed by,1726,Child employment registration,Live,Service
60,Child protection,Live,,2013-03-04,2013-03-04,,Need,100,Family support,Family support,,is addressed by,1676,Child poverty needs assessment,Live,Service
60,Child protection,Live,,2013-03-04,2013-03-04,,Need,100,Family support,Family support,,is addressed by,266,Child protection,Live,Service
60,Child protection,Live,,2013-03-04,2013-03-04,,Need,100,Family support,Family support,,is addressed by,310,Child protection orders,Live,Service
103,Disabilities and special needs support,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,100|110,Family support|Improved health and wellbeing,Family support,,is addressed by,1466,Accessibility of local facilities,Live,Service
103,Disabilities and special needs support,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,100|110,Family support|Improved health and wellbeing,Family support,,is addressed by,147,Assisted garden maintenance,Live,Service
103,Disabilities and special needs support,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,100|110,Family support|Improved health and wellbeing,Family support,,is addressed by,280,Bus passes for disabled or older people,Live,Service
103,Disabilities and special needs support,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,100|110,Family support|Improved health and wellbeing,Family support,,is addressed by,297,Community support groups and organisations,Live,Service
103,Disabilities and special needs support,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,100|110,Family support|Improved health and wellbeing,Family support,,is addressed by,61,Council tax band reductions,Live,Service
103,Disabilities and special needs support,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,100|110,Family support|Improved health and wellbeing,Family support,,is addressed by,901,Demand responsive transport,Live,Service
103,Disabilities and special needs support,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,100|110,Family support|Improved health and wellbeing,Family support,,is addressed by,137,Disabled facilities grant,Live,Service
103,Disabilities and special needs support,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,100|110,Family support|Improved health and wellbeing,Family support,,is addressed by,274,Disabled parking bays,Live,Service
103,Disabilities and special needs support,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,100|110,Family support|Improved health and wellbeing,Family support,,is addressed by,279,Disabled parking permits,Live,Service
103,Disabilities and special needs support,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,100|110,Family support|Improved health and wellbeing,Family support,,is addressed by,239,Disabled people - employment and training schemes,Live,Service
103,Disabilities and special needs support,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,100|110,Family support|Improved health and wellbeing,Family support,,is addressed by,299,Disabled people employment advice,Live,Service
103,Disabilities and special needs support,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,100|110,Family support|Improved health and wellbeing,Family support,,is addressed by,275,Disabled taxi card,Live,Service
103,Disabilities and special needs support,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,100|110,Family support|Improved health and wellbeing,Family support,,is addressed by,178,Home adaptations and aids,Live,Service
103,Disabilities and special needs support,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,100|110,Family support|Improved health and wellbeing,Family support,,is addressed by,1054,Housing Care and Repair scheme,Live,Service
103,Disabilities and special needs support,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,100|110,Family support|Improved health and wellbeing,Family support,,is addressed by,456,Leisure passes,Live,Service
103,Disabilities and special needs support,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,100|110,Family support|Improved health and wellbeing,Family support,,is addressed by,276,Motability scheme,Live,Service
103,Disabilities and special needs support,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,100|110,Family support|Improved health and wellbeing,Family support,,is addressed by,1615,RADAR keys for public toilets,Live,Service
103,Disabilities and special needs support,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,100|110,Family support|Improved health and wellbeing,Family support,,is addressed by,221,Rail cards for disabled or older people,Live,Service
103,Disabilities and special needs support,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,100|110,Family support|Improved health and wellbeing,Family support,,is addressed by,1787,Sensory rooms and activities,Live,Service
103,Disabilities and special needs support,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,100|110,Family support|Improved health and wellbeing,Family support,,is addressed by,107,Sheltered and supported housing,Live,Service
103,Disabilities and special needs support,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,100|110,Family support|Improved health and wellbeing,Family support,,is addressed by,1790,Short breaks,Live,Service
103,Disabilities and special needs support,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,100|110,Family support|Improved health and wellbeing,Family support,,is addressed by,865,Special needs library facilities,Live,Service
103,Disabilities and special needs support,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,100|110,Family support|Improved health and wellbeing,Family support,,is addressed by,1056,Special provision capital fund,Live,Service
103,Disabilities and special needs support,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,100|110,Family support|Improved health and wellbeing,Family support,,is addressed by,1788,"Speech, language and communication therapy",Live,Service
106,End of life support,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,100|110,Family support|Improved health and wellbeing,Family support,,is addressed by,1538,Cemeteries and crematoria,Live,Service
106,End of life support,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,100|110,Family support|Improved health and wellbeing,Family support,,is addressed by,875,Civil funerals,Live,Service
106,End of life support,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,100|110,Family support|Improved health and wellbeing,Family support,,is addressed by,324,Death - historical searches,Discontinued,Service
106,End of life support,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,100|110,Family support|Improved health and wellbeing,Family support,,is addressed by,321,Death registration,Live,Service
106,End of life support,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,100|110,Family support|Improved health and wellbeing,Family support,,is addressed by,335,Funeral records,Live,Service
106,End of life support,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,100|110,Family support|Improved health and wellbeing,Family support,,is addressed by,333,Grave purchasing,Live,Service
106,End of life support,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,100|110,Family support|Improved health and wellbeing,Family support,,is addressed by,825,Independent funerals,Discontinued,Service
106,End of life support,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,100|110,Family support|Improved health and wellbeing,Family support,,is addressed by,334,Memorial construction,Live,Service
106,End of life support,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,100|110,Family support|Improved health and wellbeing,Family support,,is addressed by,325,Mortuaries,Live,Service
106,End of life support,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,100|110,Family support|Improved health and wellbeing,Family support,,is addressed by,329,Municipal funerals,Live,Service
106,End of life support,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,100|110,Family support|Improved health and wellbeing,Family support,,is addressed by,327,Repatriation of bodies abroad,Live,Service
106,End of life support,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,100|110,Family support|Improved health and wellbeing,Family support,,is addressed by,326,Repatriation of bodies to England and Wales,Live,Service
106,End of life support,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,100|110,Family support|Improved health and wellbeing,Family support,,is addressed by,322,Stillbirth registration,Live,Service
101,Help with care,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,110|100,Improved health and wellbeing|Family support,Family support,,is addressed by,225,Adult carers advice and support,Live,Service
101,Help with care,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,110|100,Improved health and wellbeing|Family support,Family support,,is addressed by,732,Alternative care providers,Live,Service
101,Help with care,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,110|100,Improved health and wellbeing|Family support,Family support,,is addressed by,1437,Carers allowance,Live,Service
101,Help with care,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,110|100,Improved health and wellbeing|Family support,Family support,,is addressed by,1755,Carers assessment,Live,Service
101,Help with care,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,110|100,Improved health and wellbeing|Family support,Family support,,is addressed by,298,Carers support groups,Live,Service
101,Help with care,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,110|100,Improved health and wellbeing|Family support,Family support,,is addressed by,227,Respite care for adults,Live,Service
101,Help with care,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,110|100,Improved health and wellbeing|Family support,Family support,,is addressed by,260,Respite care for children and young people,Live,Service
101,Help with care,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,110|100,Improved health and wellbeing|Family support,Family support,,is addressed by,261,Shared care for children and young people,Live,Service
101,Help with care,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,110|100,Improved health and wellbeing|Family support,Family support,,is addressed by,1790,Short breaks,Live,Service
101,Help with care,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,110|100,Improved health and wellbeing|Family support,Family support,,is addressed by,300,Young carers support,Live,Service
104,Parenting support,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,100,Family support,Family support,,is addressed by,53,Children's centres,Live,Service
104,Parenting support,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,100,Family support,Family support,,is addressed by,1579,Family information services,Live,Service
